,id,name,interest,_OS_CREATED_AT,OS_MERCHANT,OS_HANDLE,INFLUENCER_HANDLE,CODE
9,14362,SKIMS,,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,haleymarie666,1662646276
0,321,Carhartt,,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,haleymarie666,1662974802
1,537,Fujifilm,,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,haleymarie666,1662974802
2,586,Gucci,"[{'id': 1500, 'name': 'Luxury Goods'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,haleymarie666,1662974802
3,956,Nike,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,haleymarie666,1662974802
4,1174,Sephora,"[{'id': 80, 'name': 'Beauty & Cosmetics'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,haleymarie666,1662974802
5,1281,Taco Bell,"[{'id': 139, 'name': 'Restaurants, Food & Grocery'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,haleymarie666,1662974802
6,1407,Walmart,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,haleymarie666,1662974802
7,1446,Zara,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,haleymarie666,1662974802
8,1721,Supreme,,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,haleymarie666,1662974802
9,14362,SKIMS,,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,haleymarie666,1662974802
0,105,Amazon,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,darlingstrong,1664431659
1,956,Nike,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,darlingstrong,1664431659
2,978,OLD NAVY,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,darlingstrong,1664431659
3,1109,Reese's,"[{'id': 139, 'name': 'Restaurants, Food & Grocery'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,darlingstrong,1664431659
4,1264,Sunnies Studios,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,darlingstrong,1664431659
5,1407,Walmart,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,darlingstrong,1664431659
6,13891,Gymshark,"[{'id': 196, 'name': 'Fitness & Yoga'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,darlingstrong,1664431659
0,105,Amazon,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,darlingstrong,1662974836
1,956,Nike,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,darlingstrong,1662974836
2,978,OLD NAVY,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,darlingstrong,1662974836
3,1109,Reese's,"[{'id': 139, 'name': 'Restaurants, Food & Grocery'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,darlingstrong,1662974836
4,1264,Sunnies Studios,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,darlingstrong,1662974836
5,1407,Walmart,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,darlingstrong,1662974836
6,13891,Gymshark,"[{'id': 196, 'name': 'Fitness & Yoga'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,darlingstrong,1662974836
0,105,Amazon,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,darlingstrong,1662645585
1,956,Nike,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,darlingstrong,1662645585
2,978,OLD NAVY,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,darlingstrong,1662645585
3,1109,Reese's,"[{'id': 139, 'name': 'Restaurants, Food & Grocery'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,darlingstrong,1662645585
4,1264,Sunnies Studios,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,darlingstrong,1662645585
5,1407,Walmart,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,darlingstrong,1662645585
6,13891,Gymshark,"[{'id': 196, 'name': 'Fitness & Yoga'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,darlingstrong,1662645585
0,199,Baileys,"[{'id': 19, 'name': 'Beer, Wine & Spirits'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
1,727,Justin Bieber,,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
2,1231,Spotify Music,"[{'id': 3, 'name': 'Music'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
0,199,Baileys,"[{'id': 19, 'name': 'Beer, Wine & Spirits'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
1,727,Justin Bieber,,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
2,1231,Spotify Music,"[{'id': 3, 'name': 'Music'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
0,57,Airbnb,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
1,105,Amazon,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
2,383,Converse,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
3,439,Dr. Martens,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
4,490,Fabletics,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
5,861,Mazda,"[{'id': 1826, 'name': 'Cars & Motorbikes'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
6,943,Netflix,"[{'id': 1, 'name': 'Television & Film'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
7,1001,Pacific Northwest Wonderland,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}, {'id': 11, 'name': 'Camera & Photography'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
8,1284,Target,,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
9,1338,Travelgram,"[{'id': 25, 'name': 'Electronics & Computers'}, {'id': 43, 'name': 'Travel, Tourism & Aviation'}, {'id': 11, 'name': 'Camera & Photography'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
10,1406,Walgreens,"[{'id': 100, 'name': 'Healthcare & Medicine'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
11,1407,Walmart,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
12,1408,Walt Disney,"[{'id': 190, 'name': 'Toys, Children & Baby'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
13,1455,Southwest Airlines,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
14,14281,Wayfair,,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
15,14358,ThirdLove,,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
0,57,Airbnb,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
1,105,Amazon,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
2,383,Converse,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
3,439,Dr. Martens,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
4,490,Fabletics,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
5,861,Mazda,"[{'id': 1826, 'name': 'Cars & Motorbikes'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
6,943,Netflix,"[{'id': 1, 'name': 'Television & Film'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
7,1001,Pacific Northwest Wonderland,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}, {'id': 11, 'name': 'Camera & Photography'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
8,1284,Target,,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
9,1338,Travelgram,"[{'id': 25, 'name': 'Electronics & Computers'}, {'id': 43, 'name': 'Travel, Tourism & Aviation'}, {'id': 11, 'name': 'Camera & Photography'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
10,1406,Walgreens,"[{'id': 100, 'name': 'Healthcare & Medicine'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
11,1407,Walmart,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
12,1408,Walt Disney,"[{'id': 190, 'name': 'Toys, Children & Baby'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
13,1455,Southwest Airlines,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
14,14281,Wayfair,,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
15,14358,ThirdLove,,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
0,57,Airbnb,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
1,105,Amazon,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
2,383,Converse,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
3,439,Dr. Martens,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
4,490,Fabletics,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
5,861,Mazda,"[{'id': 1826, 'name': 'Cars & Motorbikes'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
6,943,Netflix,"[{'id': 1, 'name': 'Television & Film'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
7,1001,Pacific Northwest Wonderland,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}, {'id': 11, 'name': 'Camera & Photography'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
8,1284,Target,,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
9,1338,Travelgram,"[{'id': 25, 'name': 'Electronics & Computers'}, {'id': 43, 'name': 'Travel, Tourism & Aviation'}, {'id': 11, 'name': 'Camera & Photography'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
10,1406,Walgreens,"[{'id': 100, 'name': 'Healthcare & Medicine'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
11,1407,Walmart,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
12,1408,Walt Disney,"[{'id': 190, 'name': 'Toys, Children & Baby'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
13,1455,Southwest Airlines,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
14,14281,Wayfair,,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
15,14358,ThirdLove,,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
0,138,Apple,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
1,1284,Target,,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
2,1467,Universal,"[{'id': 1, 'name': 'Television & Film'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
0,138,Apple,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
1,1284,Target,,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
2,1467,Universal,"[{'id': 1, 'name': 'Television & Film'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
0,138,Apple,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1664431781
1,1284,Target,,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1664431781
2,1467,Universal,"[{'id': 1, 'name': 'Television & Film'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1664431781
0,232,Bed Bath & Beyond,"[{'id': 1560, 'name': 'Home Decor, Furniture & Garden'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1662974762
1,546,GAP,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1662974762
2,593,H&M,,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1662974762
3,978,OLD NAVY,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1662974762
4,1284,Target,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1662974762
5,1781,SheInside,,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1662974762
6,1787,UGG,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1662974762
7,14232,shein,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1662974762
8,14501,Patagonia,,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1662974762
0,232,Bed Bath & Beyond,"[{'id': 1560, 'name': 'Home Decor, Furniture & Garden'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1662645754
1,546,GAP,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1662645754
2,593,H&M,,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1662645754
3,978,OLD NAVY,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1662645754
4,1284,Target,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1662645754
5,1781,SheInside,,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1662645754
6,1787,UGG,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1662645754
7,14232,shein,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1662645754
8,14501,Patagonia,,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1662645754
0,232,Bed Bath & Beyond,"[{'id': 1560, 'name': 'Home Decor, Furniture & Garden'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1664431540
1,546,GAP,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1664431540
2,593,H&M,,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1664431540
3,978,OLD NAVY,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1664431540
4,1284,Target,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1664431540
5,1781,SheInside,,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1664431540
6,1787,UGG,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1664431540
7,14232,shein,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1664431540
8,14501,Patagonia,,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1664431540
0,12,A Game of Tones,"[{'id': 11, 'name': 'Camera & Photography'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1662974943
1,246,Best Buy,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1662974943
2,607,HBO,"[{'id': 1, 'name': 'Television & Film'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1662974943
3,774,LATAM,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1662974943
4,943,Netflix,"[{'id': 1, 'name': 'Television & Film'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1662974943
5,964,NORDSTROM,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1662974943
6,1001,Pacific Northwest Wonderland,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}, {'id': 11, 'name': 'Camera & Photography'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1662974943
7,1308,The Olympic Games,"[{'id': 21, 'name': 'Sports'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1662974943
8,1338,Travelgram,"[{'id': 25, 'name': 'Electronics & Computers'}, {'id': 43, 'name': 'Travel, Tourism & Aviation'}, {'id': 11, 'name': 'Camera & Photography'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1662974943
9,1527,Paul Smith,"[{'id': 1500, 'name': 'Luxury Goods'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1662974943
10,1869,Mitsubishi,"[{'id': 1826, 'name': 'Cars & Motorbikes'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1662974943
11,14196,Trip,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1662974943
0,12,A Game of Tones,"[{'id': 11, 'name': 'Camera & Photography'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1662645399
1,246,Best Buy,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1662645399
2,607,HBO,"[{'id': 1, 'name': 'Television & Film'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1662645399
3,774,LATAM,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1662645399
4,943,Netflix,"[{'id': 1, 'name': 'Television & Film'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1662645399
5,964,NORDSTROM,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1662645399
6,1001,Pacific Northwest Wonderland,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}, {'id': 11, 'name': 'Camera & Photography'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1662645399
7,1308,The Olympic Games,"[{'id': 21, 'name': 'Sports'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1662645399
8,1338,Travelgram,"[{'id': 25, 'name': 'Electronics & Computers'}, {'id': 43, 'name': 'Travel, Tourism & Aviation'}, {'id': 11, 'name': 'Camera & Photography'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1662645399
9,1527,Paul Smith,"[{'id': 1500, 'name': 'Luxury Goods'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1662645399
10,1869,Mitsubishi,"[{'id': 1826, 'name': 'Cars & Motorbikes'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1662645399
11,14196,Trip,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1662645399
0,12,A Game of Tones,"[{'id': 11, 'name': 'Camera & Photography'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1664431518
1,246,Best Buy,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1664431518
2,607,HBO,"[{'id': 1, 'name': 'Television & Film'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1664431518
3,774,LATAM,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1664431518
4,943,Netflix,"[{'id': 1, 'name': 'Television & Film'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1664431518
5,964,NORDSTROM,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1664431518
6,1001,Pacific Northwest Wonderland,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}, {'id': 11, 'name': 'Camera & Photography'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1664431518
7,1308,The Olympic Games,"[{'id': 21, 'name': 'Sports'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1664431518
8,1338,Travelgram,"[{'id': 25, 'name': 'Electronics & Computers'}, {'id': 43, 'name': 'Travel, Tourism & Aviation'}, {'id': 11, 'name': 'Camera & Photography'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1664431518
9,1527,Paul Smith,"[{'id': 1500, 'name': 'Luxury Goods'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1664431518
10,1869,Mitsubishi,"[{'id': 1826, 'name': 'Cars & Motorbikes'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1664431518
11,14196,Trip,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1664431518
0,105,Amazon,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,gyda.bell,1664431782
1,128,ANNA LOTAN,"[{'id': 80, 'name': 'Beauty & Cosmetics'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,gyda.bell,1664431782
2,191,Babybump,"[{'id': 190, 'name': 'Toys, Children & Baby'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,gyda.bell,1664431782
3,313,Calvin Klein,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,gyda.bell,1664431782
4,372,Coffeegram,"[{'id': 9, 'name': 'Coffee, Tea & Beverages'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,gyda.bell,1664431782
5,383,Converse,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,gyda.bell,1664431782
6,546,GAP,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,gyda.bell,1664431782
7,777,LC Waikiki,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,gyda.bell,1664431782
8,956,Nike,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,gyda.bell,1664431782
9,978,OLD NAVY,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,gyda.bell,1664431782
10,1006,Pampers,"[{'id': 190, 'name': 'Toys, Children & Baby'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,gyda.bell,1664431782
11,1055,Polo Ralph Lauren,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,gyda.bell,1664431782
12,1243,Stella McCartney,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,gyda.bell,1664431782
13,1284,Target,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,gyda.bell,1664431782
